,ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type
8752,8753,Piper,2016,all,74/100,0,0,0,1,0
8753,8754,The Fox and the Hound,1981,all,74/100,0,0,0,1,0
8754,8755,Cars 2,2011,all,74/100,0,0,0,1,0
8755,8756,Prince of Persia: The Sands of Time,2010,13+,74/100,0,0,0,1,0
8756,8757,The Sword in the Stone,1963,all,74/100,0,0,0,1,0
8757,8758,The Chronicles of Narnia: Prince Caspian,2008,7+,74/100,0,0,0,1,0
8758,8759,Tron,1982,7+,74/100,0,0,0,1,0
8759,8760,Frank and Ollie,1995,7+,73/100,0,0,0,1,0
8760,8761,Holes,2003,7+,73/100,0,0,0,1,0
8761,8762,Meet the Robinsons,2007,all,73/100,0,0,0,1,0
8762,8763,The Princess Diaries,2001,all,73/100,0,0,0,1,0
8763,8764,Horton Hears a Who!,2008,all,73/100,0,0,0,1,0
8764,8765,Alice Through the Looking Glass,2016,7+,73/100,0,0,0,1,0
8765,8766,Night at the Museum: Battle of the Smithsonian,2009,7+,73/100,0,0,0,1,0
8766,8767,Brother Bear,2003,all,73/100,0,0,0,1,0
8767,8768,Mary Poppins Returns,2018,7+,73/100,0,0,0,1,0
8768,8769,Timmy Failure: Mistakes Were Made,2020,7+,73/100,0,0,0,1,0
8769,8770,The Muppet Christmas Carol,1992,all,72/100,0,0,0,1,0
8770,8771,Presto,2008,all,72/100,0,0,0,1,0
8771,8772,Ferdinand,2017,7+,72/100,0,0,0,1,0
8772,8773,Miracle,2004,7+,72/100,0,0,0,1,0
8773,8774,The Finest Hours,2016,13+,72/100,0,0,0,1,0
8774,8775,"Honey, I Shrunk the Kids",1989,7+,72/100,0,0,0,1,0
8775,8776,The Santa Clause,1994,7+,72/100,0,0,0,1,0
8776,8777,Percy Jackson & the Olympians: The Lightning Thief,2010,7+,72/100,0,0,0,1,0
8777,8778,The Peanuts Movie,2015,all,72/100,0,0,0,1,0
8778,8779,Frankenweenie,2012,7+,72/100,0,0,0,1,0
8779,8780,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,7+,72/100,0,0,0,1,0
8780,8781,Geri's Game,1997,all,72/100,0,0,0,1,0
8781,8782,Into the Woods,2014,7+,72/100,0,0,0,1,0
8782,8783,Piglet's Big Movie,2003,all,72/100,0,0,0,1,0
8783,8784,Pete's Dragon,2016,7+,72/100,0,0,0,1,0
8784,8785,Freaky Friday,2003,7+,71/100,0,0,0,1,0
8785,8786,Fantastic Four: Rise of the Silver Surfer,2007,13+,71/100,0,0,0,1,0
8786,8787,Sister Act,1992,7+,71/100,0,0,0,1,0
8787,8788,The Sorcerer's Apprentice,2010,7+,71/100,0,0,0,1,0
8788,8789,EverAfter,1998,13+,71/100,0,0,0,1,0
8789,8790,A Goofy Movie,1995,all,71/100,0,0,0,1,0
8790,8791,Bend It Like Beckham,2002,13+,71/100,0,0,0,1,0
8791,8792,Lifted,2006,all,71/100,0,0,0,1,0
8792,8793,Big Business,1988,7+,71/100,0,0,0,1,0
8793,8794,Roving Mars,2006,7+,71/100,0,0,0,1,0
8794,8795,The Lion King II: Simba's Pride,1998,all,71/100,0,0,0,1,0
8795,8796,La luna,2012,all,71/100,0,0,0,1,0
8796,8797,The Muppet Movie,1979,all,71/100,0,0,0,1,0
8797,8798,Percy Jackson: Sea of Monsters,2013,7+,70/100,0,0,0,1,0
8798,8799,The Rescuers,1977,all,70/100,0,0,0,1,0
8799,8800,Partly Cloudy,2009,all,70/100,0,0,0,1,0
8800,8801,Iron Will,1994,7+,70/100,0,0,0,1,0
8801,8802,Eight Below,2006,7+,70/100,0,0,0,1,0
8802,8803,Homeward Bound: The Incredible Journey,1993,all,70/100,0,0,0,1,0
8803,8804,James and the Giant Peach,1996,7+,70/100,0,0,0,1,0
8804,8805,Adventures in Babysitting,1987,13+,70/100,0,0,0,1,0
8805,8806,The Great Mouse Detective,1986,all,70/100,0,0,0,1,0
8806,8807,Day & Night,2010,all,70/100,0,0,0,1,0
8807,8808,Flight of the Navigator,1986,7+,70/100,0,0,0,1,0
8808,8809,The Mighty Ducks,1992,7+,70/100,0,0,0,1,0
8809,8810,BURN·E,2008,all,70/100,0,0,0,1,0
8810,8811,The Lion King 1½,2004,all,70/100,0,0,0,1,0
8811,8812,Mickey's Christmas Carol,1983,all,70/100,0,0,0,1,0
8812,8813,Bedtime Stories,2008,7+,69/100,0,0,0,1,0
8813,8814,The Last Song,2010,7+,69/100,0,0,0,1,0
8814,8815,Ice Age: Collision Course,2016,all,69/100,0,0,0,1,0
8815,8816,Mr. Holland's Opus,1995,7+,69/100,0,0,0,1,0
8816,8817,Secretariat,2010,7+,69/100,0,0,0,1,0
8817,8818,Fantasia 2000,1999,all,69/100,0,0,0,1,0
8818,8819,Oliver & Company,1988,all,69/100,0,0,0,1,0
8819,8820,Melody Time,1948,,69/100,0,0,0,1,0
8820,8821,Newsies: The Broadway Musical,2017,7+,69/100,0,0,0,1,0
8821,8822,Bao,2018,all,69/100,0,0,0,1,0
8822,8823,Splash,1984,7+,69/100,0,0,0,1,0
8823,8824,"20,000 Leagues Under the Sea",1954,all,69/100,0,0,0,1,0
8824,8825,Dinosaur,2000,7+,69/100,0,0,0,1,0
8825,8826,Cheaper by the Dozen,2003,7+,69/100,0,0,0,1,0
8826,8827,The Rescuers Down Under,1990,all,69/100,0,0,0,1,0
8827,8828,Chicken Little,2005,all,68/100,0,0,0,1,0
8828,8829,The Princess Diaries 2: Royal Engagement,2004,all,68/100,0,0,0,1,0
8829,8830,101 Dalmatians II: Patch's London Adventure,2003,all,68/100,0,0,0,1,0
8830,8831,High School Musical,2006,all,68/100,0,0,0,1,0
8831,8832,Descendants,2015,all,68/100,0,0,0,1,0
8832,8833,Winnie the Pooh,2011,all,68/100,0,0,0,1,0
8833,8834,The Greatest Game Ever Played,2005,7+,68/100,0,0,0,1,0
8834,8835,Lava,2014,all,68/100,0,0,0,1,0
8835,8836,Bedknobs and Broomsticks,1971,all,68/100,0,0,0,1,0
8836,8837,Queen of Katwe,2016,7+,68/100,0,0,0,1,0
8837,8838,The Game Plan,2007,7+,68/100,0,0,0,1,0
8838,8839,Glory Road,2006,7+,68/100,0,0,0,1,0
8839,8840,D2: The Mighty Ducks,1994,7+,68/100,0,0,0,1,0
8840,8841,The Cat from Outer Space,1978,all,68/100,0,0,0,1,0
8841,8842,Toy Story of Terror!,2013,all,68/100,0,0,0,1,0
8842,8843,DuckTales: The Movie - Treasure of the Lost Lamp,1990,all,68/100,0,0,0,1,0
8843,8844,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,7+,67/100,0,0,0,1,0
8844,8845,The Odd Life of Timothy Green,2012,7+,67/100,0,0,0,1,0
8845,8846,Jack-Jack Attack,2005,all,67/100,0,0,0,1,0
8846,8847,The Three Musketeers,1993,7+,67/100,0,0,0,1,0
8847,8848,Aladdin and the King of Thieves,1996,all,67/100,0,0,0,1,0
8848,8849,Descendants 3,2019,all,67/100,0,0,0,1,0
8849,8850,Secret of the Wings,2012,all,67/100,0,0,0,1,0
8850,8851,The Pacifier,2005,7+,67/100,0,0,0,1,0
8851,8852,The One and Only Ivan,2020,7+,67/100,0,0,0,1,0
8852,8853,Toy Story That Time Forgot,2014,all,67/100,0,0,0,1,0
8853,8854,Muppet Treasure Island,1996,all,67/100,0,0,0,1,0
8854,8855,Gnomeo & Juliet,2011,all,67/100,0,0,0,1,0
8855,8856,Tinker Bell,2008,all,67/100,0,0,0,1,0
8856,8857,Return to Oz,1985,7+,66/100,0,0,0,1,0
8857,8858,The Santa Clause 2,2002,all,66/100,0,0,0,1,0
8858,8859,The Black Cauldron,1985,7+,66/100,0,0,0,1,0
8859,8860,Tinker Bell and the Legend of the NeverBeast,2014,all,66/100,0,0,0,1,0
8860,8861,The Big Year,2011,7+,66/100,0,0,0,1,0
8861,8862,Around the World in 80 Days,2004,7+,66/100,0,0,0,1,0
8862,8863,Herbie Goes to Monte Carlo,1977,all,66/100,0,0,0,1,0
8863,8864,3 Men and a Baby,1987,7+,66/100,0,0,0,1,0
8864,8865,Lemonade Mouth,2011,all,66/100,0,0,0,1,0
8865,8866,Tinker Bell and the Pirate Fairy,2014,all,66/100,0,0,0,1,0
8866,8867,One Man Band,2005,all,66/100,0,0,0,1,0
8867,8868,Flubber,1997,7+,66/100,0,0,0,1,0
8868,8869,Newsies,1992,7+,66/100,0,0,0,1,0
8869,8870,"Hello, Dolly!",1969,all,66/100,0,0,0,1,0
8870,8871,Halloweentown,1998,all,66/100,0,0,0,1,0
8871,8872,Sister Act 2: Back in the Habit,1993,7+,66/100,0,0,0,1,0
8872,8873,Jack,1996,13+,66/100,0,0,0,1,0
8873,8874,Race to Witch Mountain,2009,7+,66/100,0,0,0,1,0
8874,8875,Diary of a Wimpy Kid: Rodrick Rules,2011,7+,66/100,0,0,0,1,0
8875,8876,Maggie Simpson in The Longest Daycare,2012,7+,66/100,0,0,0,1,0
8876,8877,Knick Knack,1989,all,66/100,0,0,0,1,0
8877,8878,Planes,2013,7+,66/100,0,0,0,1,0
8878,8879,George of the Jungle,1997,7+,66/100,0,0,0,1,0
8879,8880,Descendants 2,2017,all,66/100,0,0,0,1,0
8880,8881,The Adventures of Ichabod and Mr. Toad,1949,7+,65/100,0,0,0,1,0
8881,8882,Heavyweights,1995,7+,65/100,0,0,0,1,0
8882,8883,Destino,2003,7+,65/100,0,0,0,1,0
8883,8884,The Great Muppet Caper,1981,all,65/100,0,0,0,1,0
8884,8885,Cheaper by the Dozen 2,2005,7+,65/100,0,0,0,1,0
8885,8886,You Again,2010,7+,65/100,0,0,0,1,0
8886,8887,Lou,2017,all,65/100,0,0,0,1,0
8887,8888,Mike's New Car,2002,all,65/100,0,0,0,1,0
8888,8889,Oklahoma!,1955,all,65/100,0,0,0,1,0
8889,8890,Baby's Day Out,1994,7+,65/100,0,0,0,1,0
8890,8891,Mulan II,2004,all,65/100,0,0,0,1,0
8891,8892,High School Musical 2,2007,all,65/100,0,0,0,1,0
8892,8893,Riley's First Date?,2015,all,65/100,0,0,0,1,0
8893,8894,Mickey's Once Upon a Christmas,1999,all,65/100,0,0,0,1,0
8894,8895,Old Yeller,1957,all,65/100,0,0,0,1,0
8895,8896,Recess: Taking the Fifth Grade,2003,all,65/100,0,0,0,1,0
8896,8897,Lilo & Stitch 2: Stitch Has a Glitch,2005,7+,65/100,0,0,0,1,0
8897,8898,The Nutcracker and the Four Realms,2018,7+,65/100,0,0,0,1,0
8898,8899,Phineas and Ferb: The Movie: Across the 2nd Dimension,2011,all,65/100,0,0,0,1,0
8899,8900,22 vs. Earth,2021,all,64/100,0,0,0,1,0
8900,8901,The Kid Who Would Be King,2019,7+,64/100,0,0,0,1,0
8901,8902,The Return of Jafar,1994,all,64/100,0,0,0,1,0
8902,8903,"The Simpsons: The Good, the Bart, and the Loki",2021,7+,64/100,0,0,0,1,0
8903,8904,Journey to the Center of the Earth,1959,all,64/100,0,0,0,1,0
8904,8905,Marvel Rising: Secret Warriors,2018,,64/100,0,0,0,1,0
8905,8906,Luxo Jr.,1986,all,64/100,0,0,0,1,0
8906,8907,One Magic Christmas,1985,all,64/100,0,0,0,1,0
8907,8908,Tinker Bell and the Great Fairy Rescue,2010,all,64/100,0,0,0,1,0
8908,8909,Kitbull,2019,7+,64/100,0,0,0,1,0
8909,8910,Steamboat Willie,1928,all,64/100,0,0,0,1,0
8910,8911,The Lizzie McGuire Movie,2003,7+,64/100,0,0,0,1,0
8911,8912,Tuck Everlasting,2002,7+,64/100,0,0,0,1,0
8912,8913,Red Tails,2012,13+,64/100,0,0,0,1,0
8913,8914,Folklore: The Long Pond Studio Sessions,2020,7+,64/100,0,0,0,1,0
8914,8915,Us Again,2021,all,64/100,0,0,0,1,0
8915,8916,The Haunted Mansion,2003,7+,64/100,0,0,0,1,0
8916,8917,Ice Princess,2005,all,64/100,0,0,0,1,0
8917,8918,High School Musical 3: Senior Year,2008,all,64/100,0,0,0,1,0
8918,8919,Jane,2017,7+,64/100,0,0,0,1,0
8919,8920,Boundin',2003,all,64/100,0,0,0,1,0
8920,8921,Oceans,2010,all,64/100,0,0,0,1,0
8921,8922,Hawaiian Vacation,2011,all,64/100,0,0,0,1,0
8922,8923,The Three Caballeros,1944,all,64/100,0,0,0,1,0
8923,8924,Mars Needs Moms,2011,7+,63/100,0,0,0,1,0
8924,8925,Prep & Landing,2009,all,63/100,0,0,0,1,0
8925,8926,The Tigger Movie,2000,all,63/100,0,0,0,1,0
8926,8927,Princess Protection Program,2009,all,63/100,0,0,0,1,0
8927,8928,Pollyanna,1960,all,63/100,0,0,0,1,0
8928,8929,The Little Mermaid: Ariel's Beginning,2008,7+,63/100,0,0,0,1,0
8929,8930,Small Fry,2011,all,63/100,0,0,0,1,0
8930,8931,The Black Hole,1979,7+,63/100,0,0,0,1,0
8931,8932,Bears,2014,all,63/100,0,0,0,1,0
8932,8933,Starstruck,2010,all,63/100,0,0,0,1,0
8933,8934,The Wizards Return: Alex vs. Alex,2013,7+,63/100,0,0,0,1,0
8934,8935,Phineas and Ferb: The Movie: Candace Against the Universe,2020,all,63/100,0,0,0,1,0
8935,8936,Godmothered,2020,7+,63/100,0,0,0,1,0
8936,8937,Inner Workings,2016,all,63/100,0,0,0,1,0
8937,8938,Cinderella III: A Twist in Time,2007,all,63/100,0,0,0,1,0
8938,8939,Wizards of Waverly Place: The Movie,2009,7+,63/100,0,0,0,1,0
8939,8940,Recess: School's Out,2001,all,63/100,0,0,0,1,0
8940,8941,Kronk's New Groove,2005,all,63/100,0,0,0,1,0
8941,8942,Partysaurus Rex,2012,all,63/100,0,0,0,1,0
8942,8943,The Little Mermaid II: Return to the Sea,2000,7+,63/100,0,0,0,1,0
8943,8944,The Love Bug,1968,all,63/100,0,0,0,1,0
8944,8945,Home Alone 3,1997,7+,62/100,0,0,0,1,0
8945,8946,Strange Magic,2015,7+,62/100,0,0,0,1,0
8946,8947,Flora & Ulysses,2021,7+,62/100,0,0,0,1,0
8947,8948,Camp Rock,2008,all,62/100,0,0,0,1,0
8948,8949,Brother Bear 2,2006,all,62/100,0,0,0,1,0
8949,8950,Wild Hearts Can't Be Broken,1991,all,62/100,0,0,0,1,0
8950,8951,An Extremely Goofy Movie,2000,all,62/100,0,0,0,1,0
8951,8952,Teen Beach Movie,2013,7+,62/100,0,0,0,1,0
8952,8953,Howard,2018,7+,62/100,0,0,0,1,0
8953,8954,Halloweentown II: Kalabar's Revenge,2001,all,62/100,0,0,0,1,0
8954,8955,G-Force,2009,7+,62/100,0,0,0,1,0
8955,8956,"Mickey, Donald, Goofy: The Three Musketeers",2004,all,62/100,0,0,0,1,0
8956,8957,Annie,1999,all,62/100,0,0,0,1,0
8957,8958,Mighty Joe Young,1998,7+,62/100,0,0,0,1,0
8958,8959,A Wrinkle in Time,2018,7+,62/100,0,0,0,1,0
8959,8960,Miraculous World: Shanghai – The Legend of Ladydragon,2021,7+,62/100,0,0,0,1,0
8960,8961,Three Little Pigs,1933,,62/100,0,0,0,1,0
8961,8962,Homeward Bound II: Lost in San Francisco,1996,all,62/100,0,0,0,1,0
8962,8963,Home on the Range,2004,7+,62/100,0,0,0,1,0
8963,8964,Planes: Fire & Rescue,2014,7+,62/100,0,0,0,1,0
8964,8965,Beauty and the Beast: The Enchanted Christmas,1997,all,62/100,0,0,0,1,0
8965,8966,Fun and Fancy Free,1947,all,62/100,0,0,0,1,0
8966,8967,Olaf's Frozen Adventure,2017,all,62/100,0,0,0,1,0
8967,8968,Geek Charming,2011,7+,62/100,0,0,0,1,0
8968,8969,Darby O'Gill and the Little People,1959,all,61/100,0,0,0,1,0
8969,8970,Garfield,2004,7+,61/100,0,0,0,1,0
8970,8971,The Santa Clause 3: The Escape Clause,2006,all,61/100,0,0,0,1,0
8971,8972,Because of Winn-Dixie,2005,7+,61/100,0,0,0,1,0
8972,8973,Bambi II,2006,all,61/100,0,0,0,1,0
8973,8974,Halloweentown High,2004,all,61/100,0,0,0,1,0
8974,8975,The Journey of Natty Gann,1985,7+,61/100,0,0,0,1,0
8975,8976,Treasure Island,1950,7+,61/100,0,0,0,1,0
8976,8977,Dug's Special Mission,2009,all,61/100,0,0,0,1,0
8977,8978,African Cats,2011,all,61/100,0,0,0,1,0
8978,8979,The Lego Star Wars Holiday Special,2020,all,61/100,0,0,0,1,0
8979,8980,Escape to Witch Mountain,1975,all,61/100,0,0,0,1,0
8980,8981,Marvel Studios: Assembling a Universe,2014,7+,61/100,0,0,0,1,0
8981,8982,Monkey Kingdom,2015,all,61/100,0,0,0,1,0
8982,8983,Safety,2020,7+,61/100,0,0,0,1,0
8983,8984,Hannah Montana: The Movie,2009,all,61/100,0,0,0,1,0
8984,8985,Lady and the Tramp II: Scamp's Adventure,2001,all,61/100,0,0,0,1,0
8985,8986,Maggie Simpson in The Force Awakens from Its Nap,2021,18+,61/100,0,0,0,1,0
8986,8987,Mickey's Twice Upon a Christmas,2004,all,61/100,0,0,0,1,0
8987,8988,Flicka,2006,7+,61/100,0,0,0,1,0
8988,8989,D3: The Mighty Ducks,1996,7+,61/100,0,0,0,1,0
8989,8990,Once Upon a Snowman,2020,all,61/100,0,0,0,1,0
8990,8991,Return to Never Land,2002,all,61/100,0,0,0,1,0
8991,8992,"Honey, I Blew Up the Kid",1992,7+,61/100,0,0,0,1,0
8992,8993,Mater and the Ghostlight,2006,all,61/100,0,0,0,1,0
8993,8994,The Absent-Minded Professor,1961,all,61/100,0,0,0,1,0
8994,8995,The Wild,2006,all,61/100,0,0,0,1,0
8995,8996,Camp Nowhere,1994,7+,61/100,0,0,0,1,0
8996,8997,"Miraculous World: New York, United HeroeZ",2020,7+,60/100,0,0,0,1,0
8997,8998,Secret Society of Second Born Royals,2020,7+,60/100,0,0,0,1,0
8998,8999,Float,2019,7+,60/100,0,0,0,1,0
8999,9000,Cadet Kelly,2002,all,60/100,0,0,0,1,0
9000,9001,Stitch! The Movie,2003,all,60/100,0,0,0,1,0
9001,9002,Artemis Fowl,2020,7+,60/100,0,0,0,1,0
9002,9003,Camp Rock 2: The Final Jam,2010,7+,60/100,0,0,0,1,0
9003,9004,Born in China,2016,all,60/100,0,0,0,1,0
9004,9005,Valiant,2005,all,60/100,0,0,0,1,0
9005,9006,Cloud 9,2014,all,60/100,0,0,0,1,0
9006,9007,102 Dalmatians,2000,all,60/100,0,0,0,1,0
9007,9008,Twitches,2005,7+,60/100,0,0,0,1,0
9008,9009,Kim Possible: So the Drama,2005,all,60/100,0,0,0,1,0
9009,9010,Jungle 2 Jungle,1997,7+,60/100,0,0,0,1,0
9010,9011,Cinderella II: Dreams Come True,2002,all,60/100,0,0,0,1,0
9011,9012,Garfield: A Tail of Two Kitties,2006,7+,60/100,0,0,0,1,0
9012,9013,Waking Sleeping Beauty,2009,7+,60/100,0,0,0,1,0
9013,9014,Clouds,2020,13+,60/100,0,0,0,1,0
9014,9015,Magic Camp,2020,7+,59/100,0,0,0,1,0
9015,9016,Teen Beach 2,2015,all,59/100,0,0,0,1,0
9016,9017,3 Men and a Little Lady,1990,7+,59/100,0,0,0,1,0
9017,9018,Z-O-M-B-I-E-S,2018,all,59/100,0,0,0,1,0
9018,9019,Walking with Dinosaurs,2013,7+,59/100,0,0,0,1,0
9019,9020,Blank Check,1994,7+,59/100,0,0,0,1,0
9020,9021,Pooh's Grand Adventure: The Search for Christopher Robin,1997,all,59/100,0,0,0,1,0
9021,9022,Auntie Edna,2018,,59/100,0,0,0,1,0
9022,9023,Blackbeard's Ghost,1968,all,59/100,0,0,0,1,0
9023,9024,Your Friend the Rat,2007,all,59/100,0,0,0,1,0
9024,9025,Zenon: Girl of the 21st Century,1999,all,59/100,0,0,0,1,0
9025,9026,Tin Toy,1988,all,59/100,0,0,0,1,0
9026,9027,Atlantis: Milo's Return,2003,all,59/100,0,0,0,1,0
9027,9028,Pocahontas II: Journey to a New World,1998,all,59/100,0,0,0,1,0
9028,9029,Let It Shine,2012,all,59/100,0,0,0,1,0
9029,9030,Tangled: Before Ever After,2017,all,59/100,0,0,0,1,0
9030,9031,Ice Age: The Great Egg-Scapade,2016,7+,59/100,0,0,0,1,0
9031,9032,Chimpanzee,2012,all,59/100,0,0,0,1,0
9032,9033,The Apple Dumpling Gang,1975,all,59/100,0,0,0,1,0
9033,9034,The Reluctant Dragon,1941,all,59/100,0,0,0,1,0
9034,9035,Avalon High,2011,all,59/100,0,0,0,1,0
9035,9036,Saludos Amigos,1942,,59/100,0,0,0,1,0
9036,9037,The Band Concert,1935,,59/100,0,0,0,1,0
9037,9038,Leroy & Stitch,2006,all,58/100,0,0,0,1,0
9038,9039,12 Dates of Christmas,2011,7+,58/100,0,0,0,1,0
9039,9040,Don't Look Under the Bed,1999,7+,58/100,0,0,0,1,0
9040,9041,Phineas and Ferb: Star Wars,2014,all,58/100,0,0,0,1,0
9041,9042,The Happiest Millionaire,1967,all,58/100,0,0,0,1,0
9042,9043,"Good Luck Charlie, It's Christmas!",2011,all,58/100,0,0,0,1,0
9043,9044,I'll Be Home for Christmas,1998,7+,58/100,0,0,0,1,0
9044,9045,"Honey, We Shrunk Ourselves",1997,7+,58/100,0,0,0,1,0
9045,9046,Mickey's Trailer,1938,,58/100,0,0,0,1,0
9046,9047,The Luck of the Irish,2001,all,58/100,0,0,0,1,0
9047,9048,Return to Halloweentown,2006,all,58/100,0,0,0,1,0
9048,9049,Candleshoe,1977,7+,58/100,0,0,0,1,0
9049,9050,Everyone's Hero,2006,all,58/100,0,0,0,1,0
9050,9051,Brink!,1998,all,58/100,0,0,0,1,0
9051,9052,Burrow,2020,all,58/100,0,0,0,1,0
9052,9053,Invisible Sister,2015,all,58/100,0,0,0,1,0
9053,9054,Smart House,1999,all,58/100,0,0,0,1,0
9054,9055,The Shaggy Dog,1959,all,58/100,0,0,0,1,0
9055,9056,Purl,2019,7+,58/100,0,0,0,1,0
9056,9057,Black Beauty,2020,7+,58/100,0,0,0,1,0
9057,9058,The Adventures of Huck Finn,1993,7+,58/100,0,0,0,1,0
9058,9059,Tarzan II,2005,all,58/100,0,0,0,1,0
9059,9060,Confessions of a Teenage Drama Queen,2004,7+,58/100,0,0,0,1,0
9060,9061,Tom and Huck,1995,7+,58/100,0,0,0,1,0
9061,9062,The Jungle Book 2,2003,all,58/100,0,0,0,1,0
9062,9063,Diary of a Wimpy Kid: The Long Haul,2017,7+,58/100,0,0,0,1,0
9063,9064,Prep & Landing: Naughty vs. Nice,2011,all,57/100,0,0,0,1,0
9064,9065,The Fox and the Hound 2,2006,all,57/100,0,0,0,1,0
9065,9066,The Incredible Journey,1963,all,57/100,0,0,0,1,0
9066,9067,Deep Blue,2003,all,57/100,0,0,0,1,0
9067,9068,Prom,2011,7+,57/100,0,0,0,1,0
9068,9069,Phineas and Ferb: Mission Marvel,2013,all,57/100,0,0,0,1,0
9069,9070,The Prince and the Pauper,1990,all,57/100,0,0,0,1,0
9070,9071,The Sandlot 2,2005,7+,57/100,0,0,0,1,0
9071,9072,Bad Hair Day,2015,all,57/100,0,0,0,1,0
9072,9073,Z-O-M-B-I-E-S 2,2020,all,57/100,0,0,0,1,0
9073,9074,The Boys: The Sherman Brothers' Story,2009,7+,57/100,0,0,0,1,0
9074,9075,The Cheetah Girls,2003,all,57/100,0,0,0,1,0
9075,9076,Man of the House,1995,7+,57/100,0,0,0,1,0
9076,9077,Twitches Too,2007,7+,57/100,0,0,0,1,0
9077,9078,Herbie Rides Again,1974,all,57/100,0,0,0,1,0
9078,9079,Ewoks: The Battle for Endor,1985,all,57/100,0,0,0,1,0
9079,9080,Tru Confessions,2002,all,57/100,0,0,0,1,0
9080,9081,Read It and Weep,2006,all,57/100,0,0,0,1,0
9081,9082,Lonesome Ghosts,1937,,57/100,0,0,0,1,0
9082,9083,Motocrossed,2001,all,57/100,0,0,0,1,0
9083,9084,Aliens of the Deep,2005,all,57/100,0,0,0,1,0
9084,9085,"Marvel: 75 Years, From Pulp to Pop!",2014,7+,57/100,0,0,0,1,0
9085,9086,Out,2020,7+,57/100,0,0,0,1,0
9086,9087,Loop,2020,7+,57/100,0,0,0,1,0
9087,9088,The Ugly Dachshund,1966,all,57/100,0,0,0,1,0
9088,9089,Shipwrecked,1990,7+,57/100,0,0,0,1,0
9089,9090,Jump In!,2007,all,57/100,0,0,0,1,0
9090,9091,The Big Green,1995,7+,56/100,0,0,0,1,0
9091,9092,The Even Stevens Movie,2003,all,56/100,0,0,0,1,0
9092,9093,"Davy Crockett, King of the Wild Frontier",1955,7+,56/100,0,0,0,1,0
9093,9094,Brave Little Tailor,1938,,56/100,0,0,0,1,0
9094,9095,The Old Mill,1937,all,56/100,0,0,0,1,0
9095,9096,Minutemen,2008,all,56/100,0,0,0,1,0
9096,9097,Johnny Tsunami,1999,all,56/100,0,0,0,1,0
9097,9098,Life with Mikey,1993,7+,56/100,0,0,0,1,0
9098,9099,Cow Belles,2006,all,56/100,0,0,0,1,0
9099,9100,First Kid,1996,7+,56/100,0,0,0,1,0
9100,9101,The Small One,1978,all,56/100,0,0,0,1,0
9101,9102,Operation Dumbo Drop,1995,7+,56/100,0,0,0,1,0
9102,9103,Wendy Wu: Homecoming Warrior,2006,all,56/100,0,0,0,1,0
9103,9104,Walt Disney's Silly Symphony: The Ugly Duckling,1939,all,56/100,0,0,0,1,0
9104,9105,Winnie the Pooh: Springtime with Roo,2004,all,56/100,0,0,0,1,0
9105,9106,Return from Witch Mountain,1978,all,56/100,0,0,0,1,0
9106,9107,Stuntman,2021,13+,56/100,0,0,0,1,0
9107,9108,Smash and Grab,2019,7+,56/100,0,0,0,1,0
9108,9109,Get a Clue,2002,all,56/100,0,0,0,1,0
9109,9110,Tall Tale,1995,7+,56/100,0,0,0,1,0
9110,9111,Red's Dream,1987,all,56/100,0,0,0,1,0
9111,9112,Beverly Hills Chihuahua,2008,7+,56/100,0,0,0,1,0
9112,9113,Frenemies,2012,all,56/100,0,0,0,1,0
9113,9114,Flowers and Trees,1932,,56/100,0,0,0,1,0
9114,9115,The Thirteenth Year,1999,all,56/100,0,0,0,1,0
9115,9116,The Little Prince(ss),2021,,56/100,0,0,0,1,0
9116,9117,Max Keeble's Big Move,2001,all,56/100,0,0,0,1,0
9117,9118,Stuck in the Suburbs,2004,all,56/100,0,0,0,1,0
9118,9119,Penguins,2019,all,56/100,0,0,0,1,0
9119,9120,The Story of Robin Hood and His Merrie Men,1952,7+,56/100,0,0,0,1,0
9120,9121,Party Central,2014,7+,55/100,0,0,0,1,0
9121,9122,The Moon-Spinners,1964,all,55/100,0,0,0,1,0
9122,9123,The Island at the Top of the World,1974,all,55/100,0,0,0,1,0
9123,9124,Far from Home: The Adventures of Yellow Dog,1995,7+,55/100,0,0,0,1,0
9124,9125,Phantom of the Megaplex,2000,all,55/100,0,0,0,1,0
9125,9126,Mom's Got a Date with a Vampire,2000,7+,55/100,0,0,0,1,0
9126,9127,Now You See It...,2005,all,55/100,0,0,0,1,0
9127,9128,Girl vs. Monster,2012,7+,55/100,0,0,0,1,0
9128,9129,Upside-Down Magic,2020,all,55/100,0,0,0,1,0
9129,9130,Double Teamed,2002,all,55/100,0,0,0,1,0
9130,9131,The Tortoise and the Hare,1935,,55/100,0,0,0,1,0
9131,9132,Benji the Hunted,1987,all,55/100,0,0,0,1,0
9132,9133,MARS: Inside SpaceX,2018,7+,54/100,0,0,0,1,0
9133,9134,Ferdinand the Bull,1938,,54/100,0,0,0,1,0
9134,9135,Santa's Workshop,1932,,54/100,0,0,0,1,0
9135,9136,The Suite Life Movie,2011,all,54/100,0,0,0,1,0
9136,9137,Wolfgang,2021,,54/100,0,0,0,1,0
9137,9138,How to Build a Better Boy,2014,all,54/100,0,0,0,1,0
